feature,coefficient,odds_ratio,absolute_coefficient
categorical__primary_vendor_OpenZeppelin,-0.6211424270815915,0.5373302262134353,0.6211424270815915
categorical__primary_vendor_ISC,-0.6201060128382498,0.5378874116008215,0.6201060128382498
categorical__primary_vendor_matrix-org,-0.6149142330158279,0.5406872664369547,0.6149142330158279
categorical__primary_vendor_Carlo Gavazzi,-0.6130234466973401,0.541710557630547,0.6130234466973401
categorical__primary_vendor_AMI,-0.609385429915536,0.5436848988958548,0.609385429915536
categorical__primary_vendor_Fidelis Cybersecurity,-0.6049387640759274,0.5461078670357035,0.6049387640759274
categorical__primary_vendor_janeczku,-0.6023200485737359,0.5475398423225853,0.6023200485737359
categorical__primary_vendor_openemr,-0.6009800571894282,0.5482740327884542,0.6009800571894282
categorical__primary_vendor_OMRON Corporation,-0.5984977187892523,0.5496367251058549,0.5984977187892523
categorical__confidentiality_impact_LOW,-0.5981220793492741,0.5498432291205632,0.5981220793492741
categorical__primary_vendor_radareorg,-0.5888690535678202,0.5549545538364554,0.5888690535678202
categorical__primary_vendor_Marvell,-0.5855188248914601,0.5568168963915958,0.5855188248914601
categorical__primary_vendor_Ping Identity,-0.5846461433634323,0.5573030323016326,0.5846461433634323
categorical__primary_vendor_AVEVA,-0.5819483292575898,0.5588085621901608,0.5819483292575898
categorical__primary_vendor_librenms,-0.5819386717027267,0.5588139589405678,0.5819386717027267
categorical__primary_cwe_CWE-354,-0.5771692651834298,0.5614855357330508,0.5771692651834298
categorical__primary_vendor_OpenMage,-0.5766639584968485,0.5617693298241628,0.5766639584968485
categorical__primary_vendor_Weidmüller,-0.5730233118116438,0.5638182609266535,0.5730233118116438
categorical__primary_vendor_Geutebrück,-0.5729866080533624,0.5638389555556003,0.5729866080533624
categorical__primary_vendor_azure-rtos,-0.5712139494894677,0.564839335913268,0.5712139494894677
categorical__primary_vendor_Google LLC,-0.5687710227037419,0.5662208838797914,0.5687710227037419
categorical__primary_vendor_Motorola,-0.5670384299796094,0.5672027644173673,0.5670384299796094
categorical__primary_vendor_Canonical Ltd.,-0.5627694727831006,0.5696293044530771,0.5627694727831006
categorical__primary_vendor_mruby,-0.5572299795979094,0.5727935180816828,0.5572299795979094
categorical__primary_vendor_wireapp,-0.5496329908625088,0.5771615950938555,0.5496329908625088
categorical__primary_cwe_CWE-602,-0.5495782901843717,0.5771931670879986,0.5495782901843717
categorical__primary_vendor_Canon Inc.,-0.5472591911950193,0.5785332885149547,0.5472591911950193
categorical__primary_cwe_CWE-257,-0.5470602119713307,0.5786484160731976,0.5470602119713307
categorical__primary_vendor_Mobile Industrial Robots A/S,-0.5463368886308287,0.5790671173884496,0.5463368886308287
categorical__primary_cwe_CWE-640,-0.544432924066558,0.5801706909093519,0.544432924066558
categorical__primary_vendor_TYPO3,-0.5433401594008466,0.580805027467624,0.5433401594008466
categorical__primary_vendor_hestiacp,-0.5416536426955844,0.5817853913165788,0.5416536426955844
categorical__primary_vendor_jupyterhub,-0.5412022070881572,0.582048089249239,0.5412022070881572
categorical__primary_vendor_Hewlett Packard Enterprise,-0.538273969862835,0.5837549619755925,0.538273969862835
categorical__primary_cwe_CWE-840,-0.5377781550494819,0.5840444680978896,0.5377781550494819
categorical__primary_cwe_CWE-113,-0.5376110099479712,0.5841420964286179,0.5376110099479712
categorical__primary_vendor_Axis Communications AB,-0.5371135039050489,0.5844327829546724,0.5371135039050489
categorical__primary_vendor_parse-community,-0.5338208418028224,0.5863602942105923,0.5338208418028224
categorical__primary_cwe_CWE-670,-0.5318692244143339,0.5875057625510859,0.5318692244143339
categorical__primary_vendor_Secomea,-0.5298782810340509,0.5886766184270343,0.5298782810340509
categorical__primary_vendor_Projectworlds Pvt. Limited,-0.5275986998030614,0.5900200852866657,0.5275986998030614
categorical__primary_cwe_CWE-494,-0.523381187226704,0.5925137572668046,0.523381187226704
categorical__primary_vendor_Hitachi,-0.522118794877896,0.593262214424439,0.522118794877896
categorical__primary_cwe_CWE-497,-0.520488422016038,0.5942302419472765,0.520488422016038
categorical__primary_vendor_OpenHarmony,-0.5200779816855723,0.5944741880633916,0.5200779816855723
categorical__primary_vendor_Ormazabal,-0.5191653257129751,0.5950169861379583,0.5191653257129751
categorical__primary_cwe_CWE-459,-0.5190194793539745,0.5951037735275886,0.5190194793539745
categorical__primary_vendor_PHP Group,-0.5188199833922736,0.5952225061701478,0.5188199833922736
categorical__primary_vendor_Horner Automation,-0.516784734792682,0.5964351655553403,0.516784734792682
categorical__primary_vendor_Honor,-0.514547572701778,0.5977709813585057,0.514547572701778
categorical__primary_cwe_CWE-302,-0.5131661609258604,0.5985973198569141,0.5131661609258604
categorical__primary_cwe_CWE-255,-0.5109799353246911,0.5999074202080295,0.5109799353246911
categorical__primary_cwe_CWE-275,-0.5083836474707302,0.6014669762087248,0.5083836474707302
categorical__primary_vendor_argoproj,-0.5053393259690534,0.6033008250533537,0.5053393259690534
categorical__primary_cwe_CWE-789,-0.503132769012605,0.6046335124703256,0.503132769012605
categorical__primary_vendor_openSUSE,-0.49875951813669983,0.6072835168518148,0.49875951813669983
categorical__primary_cwe_CWE-1333,-0.498110634269753,0.6076777012046652,0.498110634269753
categorical__primary_cwe_CWE-184,-0.49639885056635974,0.6087188048083736,0.49639885056635974
categorical__primary_vendor_Liferay,-0.4942892409845334,0.6100043193217427,0.4942892409845334
categorical__primary_cwe_CWE-213,-0.4927215208487536,0.6109613853859073,0.4927215208487536
categorical__primary_vendor_star7th,-0.49090941038513397,0.6120695186319222,0.49090941038513397
categorical__primary_cwe_CWE-1286,-0.49048182848670524,0.6123312844378411,0.49048182848670524
categorical__primary_vendor_codeigniter4,-0.48885131970220796,0.6133305103781012,0.48885131970220796
categorical__primary_vendor_polonel,-0.4805789630680799,0.6184252427626826,0.4805789630680799
categorical__primary_vendor_Philips,-0.4791333940421332,0.6193198656022285,0.4791333940421332
categorical__primary_vendor_git,-0.4758711386438354,0.6213435442606586,0.4758711386438354
categorical__primary_vendor_Arista Networks,-0.47543946510134844,0.621611819729056,0.47543946510134844
categorical__primary_vendor_baserproject,-0.47366226856813987,0.6227175283398099,0.47366226856813987
categorical__primary_cwe_CWE-328,-0.47344024537961604,0.6228558014203486,0.47344024537961604
categorical__primary_vendor_Dassault Systèmes,-0.4667555511625702,0.6270333492528958,0.4667555511625702
categorical__primary_vendor_ikus060,-0.4661706215898719,0.6274002268902713,0.4661706215898719
categorical__primary_vendor_Wireshark Foundation,-0.4653628540796053,0.6279072251502807,0.4653628540796053
categorical__primary_cwe_CWE-379,-0.4641567444731798,0.6286650069785876,0.4641567444731798
categorical__primary_vendor_fastify,-0.46160072925025314,0.6302739396587995,0.46160072925025314
categorical__primary_cwe_CWE-913,-0.46101398338924227,0.6306438587978466,0.46101398338924227
"categorical__primary_vendor_FUJI ELECTRIC CO., LTD. and Hakko Electronics Co., Ltd.",-0.4607716775688518,0.6307966859901382,0.4607716775688518
categorical__primary_cwe_CWE-428,-0.4569769889715853,0.6331949103611948,0.4569769889715853
categorical__primary_vendor_Mattermost,-0.4568759219273678,0.6332589087332072,0.4568759219273678
categorical__primary_cwe_CWE-23,0.45674989598435467,1.5789339371444526,0.45674989598435467
categorical__primary_vendor_livehelperchat,-0.45590643297352035,0.6338731439491676,0.45590643297352035
categorical__primary_cwe_CWE-115,-0.4558141817435551,0.6339316222236437,0.4558141817435551
categorical__primary_cwe_CWE-763,-0.45398816712654777,0.6350902481440037,0.45398816712654777
categorical__primary_vendor_Danfoss,-0.45343768884941255,0.635439947771821,0.45343768884941255
categorical__primary_vendor_Lansweeper,-0.4526711692788239,0.6359272116525145,0.4526711692788239
categorical__primary_vendor_dataease,-0.4517274519506026,0.6365276304498888,0.4517274519506026
categorical__primary_cwe_CWE-378,-0.4508134310164373,0.63710969599882,0.4508134310164373
categorical__primary_vendor_Ansys,-0.4500297100361798,0.6376092079477294,0.4500297100361798
categorical__primary_vendor_LG Electronics,-0.449227717882591,0.6381207706367713,0.449227717882591
categorical__primary_vendor_Lanner Inc,-0.4445658873568377,0.6411025263442092,0.4445658873568377
categorical__primary_vendor_Vaadin,-0.4429516499440976,0.6421382537577014,0.4429516499440976
categorical__primary_vendor_FreeRDP,-0.4405391878439439,0.6436892580752838,0.4405391878439439
categorical__primary_vendor_pjsip,-0.4403461883157242,0.6438135017875156,0.4403461883157242
categorical__primary_vendor_Phoenix Contact,-0.43723340418644463,0.6458206765682997,0.43723340418644463
categorical__primary_vendor_busybox,-0.43613738989290374,0.6465288932978167,0.43613738989290374
categorical__primary_vendor_libtiff,-0.43425739758635784,0.6477455058960085,0.43425739758635784
categorical__primary_vendor_Netgear,-0.43348093719630076,0.6482486499346041,0.43348093719630076
categorical__primary_vendor_WordPress,-0.4327016488524499,0.6487540194401222,0.4327016488524499
categorical__primary_cwe_CWE-311,-0.4295687407279667,0.6507896933029786,0.4295687407279667
categorical__scope_CHANGED,-0.4243680059686548,0.6541830943226378,0.4243680059686548
categorical__primary_cwe_CWE-377,-0.42406815866094383,0.6543792787734403,0.42406815866094383
categorical__primary_cwe_CWE-92,-0.42406124797254136,0.6543838010003588,0.42406124797254136
categorical__primary_cwe_CWE-829,-0.42263760041793397,0.6553160763567341,0.42263760041793397
categorical__primary_cwe_CWE-98,-0.421989903876912,0.6557406597984367,0.421989903876912
categorical__primary_vendor_AUVESY,-0.4156658060191026,0.6599007685026047,0.4156658060191026
categorical__primary_vendor_Zscaler,-0.4129986312381941,0.6616631884865294,0.4129986312381941
categorical__primary_vendor_nilsteampassnet,-0.41114351303421126,0.6628917911616408,0.41114351303421126
categorical__primary_cwe_CWE-125,0.41089374892923053,1.5081651038875148,0.41089374892923053
categorical__primary_vendor_Fuji Electric,-0.4103597054520129,0.6634115744521615,0.4103597054520129
"categorical__primary_vendor_Zoom Video Communications, Inc.",-0.408726353587811,0.6644960444034351,0.408726353587811
categorical__primary_vendor_miniOrange,-0.4078722805853735,0.6650638149594255,0.4078722805853735
categorical__primary_vendor_FATEK Automation,-0.40477618240896107,0.6671261087086789,0.40477618240896107
categorical__primary_vendor_Ovarro,-0.4034950921273743,0.6679813051581067,0.4034950921273743
categorical__primary_cwe_CWE-75,-0.4016938899438632,0.6691855587700368,0.4016938899438632
categorical__primary_cwe_CWE-772,-0.39941351645382517,0.670713293018481,0.39941351645382517
categorical__primary_vendor_Silicon Labs,-0.3980163949191804,0.6716510159076183,0.3980163949191804
categorical__primary_cwe_CWE-648,-0.39772961367579335,0.6718436604431819,0.39772961367579335
categorical__primary_vendor_ASUSTOR,-0.39548138378113123,0.6733558186478318,0.39548138378113123
categorical__primary_vendor_Avaya,-0.3930870111848116,0.6749700150902529,0.3930870111848116
categorical__primary_vendor_OTRS AG,-0.39297173774955607,0.6750478256872481,0.39297173774955607
categorical__primary_vendor_bytecodealliance,-0.3902249009847299,0.67690462086201,0.3902249009847299
categorical__primary_vendor_Schweitzer Engineering Laboratories,-0.3900134373629217,0.6770477767003488,0.3900134373629217
categorical__primary_vendor_Snap One,-0.3899724965904536,0.6770754961267482,0.3899724965904536
categorical__primary_vendor_gpac,-0.38949905598143486,0.6773961270558483,0.38949905598143486
categorical__primary_vendor_M-Files,-0.38245627284187383,0.6821837202796799,0.38245627284187383
categorical__primary_vendor_JTEKT ELECTRONICS CORPORATION,-0.38091793598250895,0.6832339562426777,0.38091793598250895
categorical__primary_vendor_[UNKNOWN],-0.38042345971420066,0.6835718827611785,0.38042345971420066
categorical__primary_vendor_Panasonic,-0.3799039010703697,0.6839271307196293,0.3799039010703697
categorical__primary_cwe_CWE-193,-0.37913680208255246,0.6844519718061417,0.37913680208255246
categorical__primary_vendor_home-assistant,-0.3783797652198023,0.6849703233604424,0.3783797652198023
categorical__primary_vendor_PHP Point of Sale LLC,-0.37768768720142704,0.6854445403431263,0.37768768720142704
categorical__primary_cwe_CWE-241,-0.3776526143600217,0.685468581252371,0.3776526143600217
categorical__primary_vendor_realmag777,-0.3724291536279554,0.6890584671211798,0.3724291536279554
categorical__primary_cwe_CWE-538,-0.3717162297514799,0.6895498885068836,0.3717162297514799
categorical__primary_cwe_CWE-436,-0.37007582581254045,0.6906819571311414,0.37007582581254045
categorical__primary_cwe_CWE-1220,-0.3671499091157191,0.692705794347419,0.3671499091157191
categorical__primary_vendor_McAfee LLC,-0.366263572501736,0.6933200370283443,0.366263572501736
categorical__primary_vendor_npm,-0.3646819697210152,0.6944174615429054,0.3646819697210152
categorical__primary_cwe_CWE-310,-0.3608212223794311,0.6971036138526944,0.3608212223794311
categorical__primary_vendor_salesagility,-0.36035091129171026,0.6974315465207197,0.36035091129171026
"categorical__primary_vendor_ELECOM CO.,LTD.",-0.3601587800555425,0.6975655577793572,0.3601587800555425
categorical__primary_cwe_CWE-202,-0.35966814002247505,0.6979078953430822,0.35966814002247505
categorical__primary_cwe_CWE-346,-0.3585999681360897,0.6986537792313534,0.3585999681360897
categorical__primary_vendor_Requarks,-0.35736209882448366,0.6995191568057697,0.35736209882448366
categorical__user_interaction_NONE,-0.3559473376398928,0.7005095097479603,0.3559473376398928
categorical__primary_vendor_redis,-0.354362876574499,0.7016203195771645,0.354362876574499
categorical__primary_cwe_CWE-707,-0.35278162517969813,0.7027306352989098,0.35278162517969813
categorical__primary_cwe_CWE-923,-0.352491106367599,0.702934821426822,0.352491106367599
categorical__primary_vendor_Trellix,-0.35161636265910357,0.7035499782524036,0.35161636265910357
categorical__primary_vendor_Sante,-0.349188669189245,0.705260056873787,0.349188669189245
categorical__primary_cwe_CWE-130,-0.34763788863671213,0.706354608940135,0.34763788863671213
categorical__privileges_required_None,-0.34432112287797034,0.7087013113002878,0.34432112287797034
categorical__attack_complexity_None,-0.34432112287797034,0.7087013113002878,0.34432112287797034
categorical__user_interaction_None,-0.34432112287797034,0.7087013113002878,0.34432112287797034
categorical__attack_vector_None,-0.34432112287797034,0.7087013113002878,0.34432112287797034
categorical__primary_vendor_gocd,-0.33532366843733913,0.7151065914577974,0.33532366843733913
categorical__primary_vendor_Acronis,-0.3349498093618043,0.7153739905286589,0.3349498093618043
categorical__primary_vendor_vyperlang,-0.3340875500122872,0.7159910944539739,0.3340875500122872
categorical__primary_vendor_CGAL Project,-0.3338150120530653,0.7161862557989068,0.3338150120530653
categorical__primary_vendor_OX Software GmbH,-0.33080664105937857,0.7183440538580826,0.33080664105937857
categorical__primary_cwe_CWE-358,-0.3274967529348644,0.7207256315148118,0.3274967529348644
categorical__primary_vendor_electron,-0.3251887491393079,0.7223909900956017,0.3251887491393079
categorical__primary_cwe_CWE-916,-0.3246562433203457,0.7227757699410544,0.3246562433203457
categorical__primary_vendor_contiki-ng,-0.32034984299096503,0.7258950433542265,0.32034984299096503
categorical__primary_cwe_CWE-123,-0.3193380533469444,0.726629868123096,0.3193380533469444
categorical__primary_vendor_silabs.com,-0.3183689531427185,0.7273343865960511,0.3183689531427185
categorical__primary_vendor_Brocade,-0.31750029338399827,0.7279664672005676,0.31750029338399827
categorical__primary_cwe_CWE-93,-0.3164552641111342,0.7287276111080181,0.3164552641111342
categorical__primary_cwe_CWE-331,-0.31621261035937875,0.7289044610526447,0.31621261035937875
categorical__primary_vendor_Cloudflare,-0.3140720248533318,0.7304664145283329,0.3140720248533318
categorical__primary_cwe_CWE-1287,-0.3114999581117939,0.7323476411820976,0.3114999581117939
categorical__primary_cwe_CWE-325,-0.3108331815730211,0.7328361162412205,0.3108331815730211
"categorical__primary_vendor_McAfee, LLC",-0.30849348384484654,0.7345527386431889,0.30849348384484654
categorical__primary_vendor_Pandora FMS,-0.3084784505412801,0.7345637814804994,0.3084784505412801
categorical__primary_cwe_CWE-24,-0.30715776061147454,0.7355345533727282,0.30715776061147454
categorical__primary_cwe_CWE-1021,-0.3064326065710537,0.7360681226625574,0.3064326065710537
categorical__primary_cwe_CWE-369,-0.3064211777256628,0.7360765351194007,0.3064211777256628
categorical__primary_vendor_datahub-project,-0.30547507423931075,0.7367732692348158,0.30547507423931075
categorical__primary_vendor_BUFFALO INC.,-0.30059535740951204,0.7403773003305563,0.30059535740951204
categorical__primary_cwe_CWE-338,-0.2990857541505853,0.7414958203642982,0.2990857541505853
categorical__primary_vendor_Reolink,-0.2971421391378648,0.7429384042323292,0.2971421391378648
categorical__primary_vendor_gVectors Team,-0.2919513520352279,0.7468048656264628,0.2919513520352279
categorical__primary_vendor_publify,-0.2894455761279931,0.7486785377870491,0.2894455761279931
categorical__primary_vendor_getsentry,-0.28180679006736264,0.7544194317803222,0.28180679006736264
categorical__primary_cwe_CWE-116,-0.281758373829731,0.7544559588150489,0.281758373829731
categorical__primary_vendor_WooCommerce,-0.28149835943454476,0.7546521537305206,0.28149835943454476
categorical__primary_vendor_Softing,-0.2805992423155586,0.7553309795270359,0.2805992423155586
categorical__primary_cwe_CWE-294,-0.27557591227283895,0.7591348022584401,0.27557591227283895
categorical__primary_cwe_CWE-620,-0.27540937656976033,0.7592612358340257,0.27540937656976033
categorical__primary_vendor_McAfee,-0.2748597334663084,0.7596786732463084,0.2748597334663084
categorical__primary_cwe_CWE-300,-0.2738581000170761,0.7604399740246134,0.2738581000170761
categorical__primary_vendor_Omron,-0.2726704379739503,0.7613436562461514,0.2726704379739503
categorical__primary_vendor_opencast,-0.2712324738663313,0.7624392286054817,0.2712324738663313
categorical__primary_vendor_RIOT-OS,-0.27109645645659625,0.7625429406676002,0.27109645645659625
categorical__primary_cwe_CWE-90,-0.2703047348506146,0.7631469014420647,0.2703047348506146
categorical__confidentiality_impact_HIGH,0.26982075930001725,1.309729672829652,0.26982075930001725
categorical__primary_vendor_jumpserver,-0.2686343028780646,0.7644227517398792,0.2686343028780646
categorical__primary_cwe_CWE-277,-0.2685494201206892,0.7644876408047897,0.2685494201206892
categorical__primary_vendor_MongoDB Inc.,-0.26836479002536423,0.7646288012616196,0.26836479002536423
categorical__primary_vendor_oroinc,-0.2680499555961283,0.7648695706330971,0.2680499555961283
categorical__primary_vendor_yetiforcecompany,-0.265081605266096,0.7671433444846611,0.265081605266096
numeric__cvss_score,0.2616215676645573,1.2990348526064923,0.2616215676645573
categorical__primary_vendor_mastodon,-0.2610938546399487,0.7702086285691874,0.2610938546399487
categorical__primary_vendor_pkp,-0.25888454509186576,0.7719121389442599,0.25888454509186576
categorical__primary_vendor_nothings,-0.25859039787723215,0.7721392281470632,0.25859039787723215
categorical__primary_vendor_flatpressblog,-0.2581970876151824,0.7724429781593074,0.2581970876151824
categorical__primary_vendor_sourcegraph,-0.2543024804136246,0.7754572059514985,0.2543024804136246
categorical__integrity_impact_HIGH,-0.2526125544605679,0.7767687791279578,0.2526125544605679
categorical__primary_cwe_CWE-117,-0.25106182770796065,0.7779742697060107,0.25106182770796065
numeric__cwe_count,-0.2506723305425544,0.7782773474989592,0.2506723305425544
categorical__availability_impact_NONE,-0.2504889036598744,0.7784201175802066,0.2504889036598744
categorical__primary_vendor_B. Braun Melsungen AG,-0.250260111143456,0.7785982346528881,0.250260111143456
categorical__primary_vendor_kiwitcms,-0.24923579154032882,0.7793961766916707,0.24923579154032882
categorical__primary_cwe_CWE-691,-0.24768392680062876,0.7806066331259384,0.24768392680062876
categorical__primary_vendor_opensearch-project,-0.24734825805527458,0.7808687023568591,0.24734825805527458
categorical__primary_vendor_bookstackapp,-0.24563722223947246,0.7822059403788593,0.24563722223947246
categorical__primary_vendor_cockpit-hq,-0.24358003587457758,0.7838167400634428,0.24358003587457758
categorical__primary_cwe_CWE-353,-0.24092814625108394,0.7858980940839393,0.24092814625108394
categorical__primary_vendor_auth0,-0.2404651403953004,0.7862620537547768,0.2404651403953004
categorical__primary_vendor_Autodesk,-0.23618277078966,0.7896363382859417,0.23618277078966
categorical__primary_vendor_nocodb,-0.23476695479257065,0.7907551098460213,0.23476695479257065
categorical__primary_vendor_nextauthjs,-0.2328114717205937,0.7923029309531633,0.2328114717205937
categorical__availability_impact_HIGH,-0.22800932394175552,0.7961168368538306,0.22800932394175552
categorical__primary_vendor_Realtek,-0.2268606900922374,0.7970318089841942,0.2268606900922374
categorical__primary_vendor_Kashipara Group,-0.22543951242093854,0.7981653380767689,0.22543951242093854
categorical__primary_vendor_Os Commerce,-0.22417003239949584,0.7991792364529667,0.22417003239949584
categorical__primary_vendor_snipe,-0.2238135210400317,0.7994642037230263,0.2238135210400317
categorical__primary_cwe_CWE-120,-0.22352392715565883,0.7996957571938157,0.22352392715565883
categorical__primary_vendor_JFrog,-0.2214190585890738,0.8013807844142574,0.2214190585890738
categorical__primary_vendor_Sylius,-0.22110321988508855,0.8016339314573181,0.22110321988508855
categorical__primary_vendor_pi-hole,-0.2197097865754546,0.8027517334899709,0.2197097865754546
categorical__primary_cwe_CWE-297,-0.21966588708484022,0.8027869746556898,0.21966588708484022
categorical__primary_vendor_modoboa,-0.21909274897914452,0.8032472143394729,0.21909274897914452
categorical__primary_vendor_ZoneMinder,-0.21711002760414033,0.8048414096610702,0.21711002760414033
"categorical__primary_vendor_EC-CUBE CO.,LTD.",-0.21550353875826742,0.8061354175346964,0.21550353875826742
categorical__primary_vendor_zulip,-0.21184109955218705,0.8090932526326663,0.21184109955218705
categorical__primary_cwe_CWE-61,-0.2116068660727291,0.8092827915577507,0.2116068660727291
categorical__primary_vendor_Tenable,-0.20909742212691226,0.8113161916441683,0.20909742212691226
categorical__primary_vendor_Fresenius Kabi,-0.2048353735990967,0.8147814399069522,0.2048353735990967
categorical__primary_vendor_symfony,-0.2029378743240873,0.8163289548383775,0.2029378743240873
categorical__primary_vendor_zopefoundation,-0.20285070973201494,0.8164001129199104,0.20285070973201494
categorical__primary_cwe_CWE-29,-0.202596728105016,0.8166074898827264,0.202596728105016
categorical__primary_vendor_Xen,-0.19909360126005374,0.8194731860202393,0.19909360126005374
categorical__primary_vendor_containerd,-0.1964217477386327,0.8216656259729391,0.1964217477386327
categorical__primary_vendor_neutrinolabs,-0.19364100581156593,0.8239536457510276,0.19364100581156593
categorical__primary_cwe_CWE-672,-0.19320221811551863,0.8243152658043095,0.19320221811551863
categorical__primary_cwe_CWE-799,-0.19203065008639728,0.825281573152513,0.19203065008639728
categorical__primary_cwe_CWE-667,-0.19191033857814763,0.8253808699964664,0.19191033857814763
categorical__primary_vendor_dolibarr,-0.1856475932255709,0.8305662405835516,0.1856475932255709
categorical__primary_vendor_Grafana,-0.18473976210525583,0.831320596826464,0.18473976210525583
categorical__primary_vendor_bfabiszewski,-0.18302585326436724,0.8327466262401092,0.18302585326436724
categorical__primary_vendor_helm,-0.18265440870090374,0.8330560029017511,0.18265440870090374
categorical__primary_vendor_Voovi Social Networking Script,-0.18258836568421336,0.8331110222500566,0.18258836568421336
categorical__primary_vendor_fossbilling,-0.18014204637575063,0.8351515727312653,0.18014204637575063
categorical__primary_vendor_LINE Corporation,-0.17995878663431406,0.8353046364173218,0.17995878663431406
categorical__primary_vendor_The Eclipse Foundation,-0.17418681997192892,0.8401399280785817,0.17418681997192892
categorical__primary_vendor_github,-0.17382316088359728,0.8404455081590169,0.17382316088359728
categorical__primary_vendor_bigbluebutton,-0.17283757001673491,0.8412742519100037,0.17283757001673491
categorical__primary_vendor_B&R,-0.17224697152048352,0.8417712539680045,0.17224697152048352
categorical__primary_vendor_WPChill,-0.17117789022580066,0.8426716570863305,0.17117789022580066
categorical__primary_cwe_CWE-548,-0.17075977876774254,0.843024061428552,0.17075977876774254
categorical__primary_vendor_Palantir,-0.16895290717211411,0.8445486746349326,0.16895290717211411
categorical__primary_cwe_CWE-286,-0.16836166080166945,0.8450481586179698,0.16836166080166945
categorical__integrity_impact_LOW,-0.16772401438304527,0.8455871723817123,0.16772401438304527
categorical__primary_cwe_CWE-425,-0.1658719727277578,0.8471546861504822,0.1658719727277578
categorical__primary_cwe_CWE-208,-0.1638155429781827,0.8488985927457078,0.1638155429781827
categorical__primary_cwe_CWE-915,-0.16193250910765114,0.8504986035129498,0.16193250910765114
categorical__primary_vendor_metersphere,-0.16074782020203454,0.8515067768407389,0.16074782020203454
categorical__primary_cwe_CWE-204,-0.16034823638723852,0.8518470931548711,0.16034823638723852
categorical__primary_vendor_TP-LINK,-0.16027389145800275,0.8519104260209409,0.16027389145800275
categorical__primary_vendor_Ubiquiti,-0.16016897582671927,0.8519998094298603,0.16016897582671927
categorical__primary_vendor_alextselegidis,-0.15998349070019885,0.8521578573796266,0.15998349070019885
categorical__primary_vendor_VISAM,-0.15553498200810317,0.8559571333058149,0.15553498200810317
numeric__product_count,0.15497641381691987,1.1676304208354658,0.15497641381691987
categorical__primary_cwe_CWE-212,-0.15488200734115107,0.8565162341493385,0.15488200734115107
categorical__primary_vendor_inspireui,-0.15159088293551096,0.8593397794021183,0.15159088293551096
categorical__primary_vendor_Cloud Foundry,-0.15044288731268546,0.8603268641834898,0.15044288731268546
categorical__primary_cwe_CWE-674,-0.1491817997192225,0.8614124961128359,0.1491817997192225
categorical__primary_vendor_OpenSIPS,-0.14774177111993986,0.8626538483198436,0.14774177111993986
categorical__primary_vendor_Crafter Software,-0.14137220360087802,0.8681661169993764,0.14137220360087802
categorical__primary_cwe_CWE-598,-0.13894142553137678,0.8702790030954911,0.13894142553137678
categorical__primary_vendor_moby,-0.13622974944112615,0.8726421204163642,0.13622974944112615
categorical__primary_cwe_CWE-87,-0.1353312830747173,0.8734265123335817,0.1353312830747173
categorical__primary_vendor_Mitsubishi Electric,-0.13499802320328053,0.8737176388484895,0.13499802320328053
categorical__primary_vendor_Axiomatic,-0.13447611730877176,0.8741737562491675,0.13447611730877176
categorical__primary_vendor_NetApp,-0.13320363825357184,0.8752868320772478,0.13320363825357184
categorical__primary_vendor_umbraco,-0.13202495525037325,0.8763191260433035,0.13202495525037325
categorical__primary_vendor_dhis2,-0.13173687088276803,0.8765716162520448,0.13173687088276803
categorical__primary_vendor_ExpressTech,-0.1308960017209953,0.8773090082738937,0.1308960017209953
categorical__primary_vendor_I Thirteen Web Solution,-0.12972300478996687,0.878338692838516,0.12972300478996687
categorical__primary_vendor_getkirby,-0.1256082904564267,0.8819602513773784,0.1256082904564267
categorical__primary_vendor_StylemixThemes,-0.12501901720310302,0.8824801201213395,0.12501901720310302
categorical__primary_cwe_CWE-15,-0.12374342219984098,0.8836065256189213,0.12374342219984098
categorical__primary_vendor_Business-DNA Solutions GmbH,-0.12350621012536465,0.8838161526179289,0.12350621012536465
categorical__primary_vendor_directus,-0.12338330010957561,0.883924789151324,0.12338330010957561
categorical__primary_vendor_chatwoot,-0.12332831747212313,0.8839733910036579,0.12332831747212313
categorical__primary_vendor_Artica PFMS,-0.12316371180116584,0.884118910013091,0.12316371180116584
categorical__primary_vendor_F-Secure,-0.12285980556530994,0.8843876400953876,0.12285980556530994
categorical__primary_cwe_CWE-261,-0.12252020088221167,0.8846880332842181,0.12252020088221167
categorical__primary_vendor_Enalean,-0.12166820746544353,0.8854421028500082,0.12166820746544353
categorical__primary_vendor_ckeditor,-0.1199196356420898,0.8869917163727052,0.1199196356420898
categorical__primary_vendor_gradle,-0.11975472944473614,0.8871379988648497,0.11975472944473614
categorical__primary_cwe_CWE-805,-0.11972191209924557,0.8871671128567756,0.11972191209924557
categorical__primary_vendor_Puppet,-0.11588215488346401,0.890580167637402,0.11588215488346401
categorical__primary_vendor_anuko,-0.11472636044604227,0.8916100903160341,0.11472636044604227
numeric__affected_version_count,0.11361630388539865,1.1203221791379347,0.11361630388539865
categorical__primary_cwe_CWE-385,-0.11359757267233438,0.8926170971264612,0.11359757267233438
categorical__primary_cwe_CWE-1284,-0.1130639903748237,0.893093508899084,0.1130639903748237
categorical__primary_vendor_Six Apart Ltd.,-0.11157126497829277,0.8944276477650479,0.11157126497829277
categorical__primary_vendor_instantsoft,-0.107211901071417,0.898335294608907,0.107211901071417
