cvss_version,rows,prevalence,precision,recall,f1,pr_auc
3.1,31783,0.47025139225372053,0.6474497424821399,0.7822159775190687,0.7084810471775294,0.752397849684046
4.0,12419,0.34229809163378694,0.5739580068943905,0.8616796047988708,0.6889871155835606,0.7902713969569616
3.0,996,0.6817269076305221,0.7609467455621302,0.946980854197349,0.8438320209973753,0.8849518331049808
