cve_id,date_published,primary_vendor,primary_cwe,cvss_score,priority_probability,title,description
CVE-2025-23872,2025-01-16 20:07:31.138000+00:00,payform,CWE-352,7.1,0.03720561853611773,WordPress PayForm plugin <= 2.0 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in payform PayForm payform allows Stored XSS.This issue affects PayForm: from n/a through <= 2.0.
CVE-2025-22325,2025-01-07 10:48:49.474000+00:00,nchankov,CWE-352,7.1,0.03720561853611773,WordPress Autocompleter plugin <= 1.3.5.2 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in nchankov Autocompleter autocompleter allows Stored XSS.This issue affects Autocompleter: from n/a through <= 1.3.5.2.
CVE-2025-47655,2025-05-07 14:20:45.442000+00:00,themarketer2023,CWE-352,7.1,0.03720561853611773,WordPress theMarketer plugin <= 1.4.7 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in themarketer2023 theMarketer themarketer allows Stored XSS.This issue affects theMarketer: from n/a through <= 1.4.7.
CVE-2025-32619,2025-04-09 16:09:26.688000+00:00,KeyCAPTCHA,CWE-352,7.1,0.03720561853611773,WordPress KeyCAPTCHA plugin <= 2.5.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in KeyCAPTCHA KeyCAPTCHA keycaptcha allows Stored XSS.This issue affects KeyCAPTCHA: from n/a through <= 2.5.1.
CVE-2025-23567,2025-01-16 20:06:21.535000+00:00,Tamer Ziady,CWE-352,7.1,0.03720561853611773,WordPress GDReseller plugin <= 1.6 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Tamer Ziady GDReseller gdreseller allows Stored XSS.This issue affects GDReseller: from n/a through <= 1.6.
CVE-2025-30555,2025-03-24 13:46:57.556000+00:00,iiiryan,CWE-352,7.1,0.03720561853611773,WordPress WordPres 同步微博 plugin <= 1.1.0 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in iiiryan WordPres 同步微博 wp2wb allows Stored XSS.This issue affects WordPres 同步微博: from n/a through <= 1.1.0.
CVE-2025-23559,2025-01-16 20:06:22.813000+00:00,Stepan Stepasyuk,CWE-352,7.1,0.03720561853611773,WordPress MemeOne plugin <= 2.0.5 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Stepan Stepasyuk MemeOne allows Stored XSS.This issue affects MemeOne: from n/a through 2.0.5.
CVE-2025-28933,2025-03-11 21:01:14.544000+00:00,maxfoundry,CWE-352,7.1,0.03720561853611773,WordPress MaxA/B plugin <= 2.2.2 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in maxfoundry MaxA/B maxab allows Stored XSS.This issue affects MaxA/B: from n/a through <= 2.2.2.
CVE-2025-30586,2025-03-24 13:47:13.249000+00:00,bbodine1,CWE-352,7.1,0.03720561853611773,WordPress cTabs plugin <= 1.3 - CSRF to Stored XSS Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in bbodine1 cTabs ctabs allows Stored XSS.This issue affects cTabs: from n/a through <= 1.3.
CVE-2025-30550,2025-03-24 13:46:54.959000+00:00,WPShop.ru,CWE-352,7.1,0.03720561853611773,WordPress CallPhone'r plugin <= 1.1.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in WPShop.ru CallPhone'r callphoner allows Stored XSS.This issue affects CallPhone'r: from n/a through <= 1.1.1.
CVE-2025-22343,2025-01-07 10:48:43.182000+00:00,koter84,CWE-352,7.1,0.03720561853611773,WordPress wpSOL plugin <= 1.2.0 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in koter84 wpSOL wpsol allows Stored XSS.This issue affects wpSOL: from n/a through <= 1.2.0.
CVE-2025-23712,2025-01-16 20:06:47.304000+00:00,kapostintegrations,CWE-352,7.1,0.03720561853611773,WordPress Kapost plugin <= 2.2.9 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in kapostintegrations Kapost kapost-byline allows Stored XSS.This issue affects Kapost: from n/a through <= 2.2.9.
CVE-2025-32645,2025-04-09 16:09:21.120000+00:00,Hiren Patel,CWE-352,7.1,0.03721713867393229,WordPress Custom Posts Order Plugin <= 4.4 - CSRF to Stored Cross Site Scripting (XSS) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Hiren Patel Custom Posts Order custom-posts-order allows Stored XSS.This issue affects Custom Posts Order: from n/a through <= 4.4.
CVE-2025-62962,2025-10-27 01:34:12.156000+00:00,Andrea Landonio,CWE-352,7.1,0.03767222383708268,WordPress CloudSearch plugin <= 3.0.0 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Andrea Landonio CloudSearch cloud-search allows Stored XSS.This issue affects CloudSearch: from n/a through <= 3.0.0.
CVE-2025-30603,2025-03-24 13:47:22.803000+00:00,DEJAN,CWE-352,7.1,0.037782644033044294,WordPress CopyLink plugin <= 1.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in DEJAN CopyLink copy-link allows Stored XSS.This issue affects CopyLink: from n/a through <= 1.1.
CVE-2025-46497,2025-04-24 16:08:51.811000+00:00,Navegg,CWE-352,7.1,0.03796451853453636,WordPress Navegg Analytics plugin <= 3.3.3 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Navegg Navegg Analytics navegg allows Stored XSS.This issue affects Navegg Analytics: from n/a through <= 3.3.3.
CVE-2025-32501,2025-04-09 16:09:43.309000+00:00,dimafreund,CWE-352,7.1,0.03811769492484494,WordPress RentSyst plugin <= 2.0.92 - Cross Site Request Forgery (CSRF) to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in dimafreund Rentsyst rentsyst allows Stored XSS.This issue affects Rentsyst: from n/a through <= 2.0.92.
CVE-2025-32482,2025-04-09 16:09:53.272000+00:00,quanganhdo,CWE-352,7.1,0.03820249278334931,WordPress Custom Smilies plugin <= 1.2 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in quanganhdo Custom Smilies custom-smilies allows Stored XSS.This issue affects Custom Smilies: from n/a through <= 1.2.
CVE-2025-31458,2025-03-28 11:54:10.116000+00:00,forsgren,CWE-352,7.1,0.038417085242856454,WordPress Video Embedder plugin <= 1.7.1 - Cross Site Request Forgery (CSRF) to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in forsgren Video Embedder video-embedder allows Stored XSS.This issue affects Video Embedder: from n/a through <= 1.7.1.
CVE-2025-28931,2025-03-11 21:01:09.666000+00:00,DevriX,CWE-352,7.1,0.03910539684058559,WordPress WordPress Hashtags plugin <= 0.3.2 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in DevriX Hashtags wp-hashtags allows Stored XSS.This issue affects Hashtags: from n/a through <= 0.3.2.
CVE-2025-24636,2025-01-24 17:24:34.912000+00:00,Rick Laymance,CWE-352,7.1,0.039122072124716537,WordPress MachForm Shortcode plugin <= 1.4.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Rick Laymance MachForm Shortcode machform-shortcode allows Stored XSS.This issue affects MachForm Shortcode: from n/a through <= 1.4.1.
CVE-2025-23618,2025-01-16 20:06:24.315000+00:00,starise,CWE-352,7.1,0.03919718667579617,WordPress Twitter Shortcode plugin <= 0.9 - CSRF to Stored Cross-Site Scripting vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in starise Twitter Shortcode twitter-shortcode allows Stored XSS.This issue affects Twitter Shortcode: from n/a through <= 0.9.
CVE-2025-23690,2025-01-16 20:06:41.187000+00:00,ArtkanMedia,CWE-352,7.1,0.039240478439217366,WordPress Book a Place plugin <= 0.7.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in ArtkanMedia Book a Place book-a-place allows Stored XSS.This issue affects Book a Place: from n/a through <= 0.7.1.
CVE-2025-23436,2025-01-16 20:05:54.202000+00:00,capa,CWE-352,7.1,0.03989530445487938,WordPress Wp-Scribd-List plugin <= 1.2 - CSRF to XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in capa Wp-Scribd-List wp-scribd-list allows Stored XSS.This issue affects Wp-Scribd-List: from n/a through <= 1.2.
CVE-2025-22538,2025-01-07 14:57:24.269000+00:00,Ofek Nakar,CWE-352,7.1,0.04017376423254375,WordPress Virtual Bot Plugin <= 1.0.0 - CSRF Cross Site Scripting (XSS) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Ofek Nakar Virtual Bot virtual-bot allows Stored XSS.This issue affects Virtual Bot: from n/a through <= 1.0.0.
CVE-2025-58690,2025-09-22 18:22:38.377000+00:00,ptibogxiv,CWE-352,7.1,0.040322638373467404,WordPress Doliconnect Plugin <= 9.5.7 - Cross Site Request Forgery (CSRF) Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in ptibogxiv Doliconnect doliconnect allows Stored XSS.This issue affects Doliconnect: from n/a through <= 9.5.7.
CVE-2025-60164,2025-09-26 08:32:02.068000+00:00,NewsMAN,CWE-352,7.1,0.040322638373467404,WordPress NewsmanApp plugin <= 2.7.7 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in NewsMAN NewsmanApp newsmanapp allows Stored XSS.This issue affects NewsmanApp: from n/a through <= 2.7.7.
CVE-2025-57918,2025-09-22 18:25:14.854000+00:00,ERA404,CWE-352,7.1,0.040322638373467404,WordPress LinkedInclude Plugin <= 3.0.4 - Cross Site Request Forgery (CSRF) Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in ERA404 LinkedInclude linkedinclude allows Stored XSS.This issue affects LinkedInclude: from n/a through <= 3.0.4.
CVE-2025-52781,2025-06-20 15:03:45.299000+00:00,Beee,CWE-352,7.1,0.040322638373467404,WordPress TinyNav plugin <= 1.4 - Cross Site Request Forgery (CSRF) Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Beee TinyNav tinynav allows Stored XSS.This issue affects TinyNav: from n/a through <= 1.4.
CVE-2025-39433,2025-04-17 15:16:57.647000+00:00,beke_ro,CWE-352,7.1,0.040322638373467404,WordPress Bknewsticker plugin <= 1.0.5 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in beke_ro Bknewsticker bknewsticker allows Stored XSS.This issue affects Bknewsticker: from n/a through <= 1.0.5.
CVE-2025-28923,2025-03-11 21:01:04.293000+00:00,philippe,CWE-352,7.1,0.04048052288989345,WordPress No Disposable Email plugin <= 2.5.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in philippe No Disposable Email no-disposable-email allows Stored XSS.This issue affects No Disposable Email: from n/a through <= 2.5.1.
CVE-2025-32497,2025-04-09 16:09:45.802000+00:00,squiter,CWE-352,7.1,0.04077398900545516,WordPress Spoiler Block plugin <= 1.7 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in squiter Spoiler Block spoiler-block allows Stored XSS.This issue affects Spoiler Block: from n/a through <= 1.7.
CVE-2025-31395,2025-04-09 16:10:00.929000+00:00,a.ankit,CWE-352,7.1,0.0408132065795042,WordPress Easy Custom CSS plugin <= 1.0 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in a.ankit Easy Custom CSS easy-custom-css allows Stored XSS.This issue affects Easy Custom CSS: from n/a through <= 1.0.
CVE-2025-23510,2025-01-16 20:06:12.691000+00:00,Jan Štětina,CWE-352,7.1,0.041113313512892616,WordPress WordPress Logging Service plugin <= 1.5.4 - CSRF to Stored Cross Site Scripting (XSS) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Jan Štětina WordPress Logging Service wordpress-logging-service allows Stored XSS.This issue affects WordPress Logging Service: from n/a through <= 1.5.4.
CVE-2025-62956,2025-10-27 01:34:10.627000+00:00,iseremet,CWE-352,7.1,0.04116101521091694,WordPress Reloadly plugin <= 2.0.1 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in iseremet Reloadly reloadly-topup-widget allows Stored XSS.This issue affects Reloadly: from n/a through <= 2.0.1.
