publication_year,total_cves,kev_positives,positive_rate,median_observation_days,positive_rate_pct
2020.0,18363,146,0.00795077057125742,2288.1545144456018,0.795077057125742
2021.0,20177,214,0.010606135699063289,1898.2182760196758,1.0606135699063288
2022.0,24998,131,0.005240419233538683,1542.0682007881942,0.5240419233538682
2023.0,28847,165,0.005719832218254931,1176.2731056493055,0.5719832218254931
2024.0,39924,160,0.0040076144674882274,821.3149295844908,0.40076144674882275
2025.0,48153,197,0.004091126201898117,447.3188896886574,0.40911262018981165
